state_name,industry_name,year,AvgWeeklyEarnings,Employees,StateCode
Alabama,Construction,2007,753.2238461538462,85.88421052631577,AL
Alabama,Construction,2008,753.5761538461537,82.5842105263158,AL
Alabama,Construction,2009,741.2738461538463,69.50789473684209,AL
Alabama,Construction,2010,773.0161538461539,65.61052631578946,AL
Alabama,Construction,2011,814.2492307692307,61.400000000000006,AL
Alabama,Construction,2012,814.2884615384615,60.765789473684194,AL
Alabama,Construction,2013,863.0,60.618421052631604,AL
Alabama,Construction,2014,917.9492307692308,60.97631578947371,AL
Alabama,Construction,2015,922.1476923076923,62.352631578947374,AL
Alabama,Construction,2016,913.5453846153846,64.17631578947366,AL
Alabama,Construction,2017,915.1776923076924,65.02368421052633,AL
Alabama,Construction,2018,950.0476923076924,68.20526315789472,AL
Alabama,Construction,2019,994.9484615384615,71.7394736842105,AL
Alabama,Construction,2020,1024.5507692307692,71.06578947368423,AL
Alabama,Construction,2021,1011.2,71.59166666666667,AL
Alabama,Education and Health Services,2007,731.4815384615384,44.381547619047645,AL
Alabama,Education and Health Services,2008,703.2753846153846,44.98095238095237,AL
Alabama,Education and Health Services,2009,680.3092307692308,45.00952380952377,AL
Alabama,Education and Health Services,2010,689.4053846153846,45.78035714285716,AL
Alabama,Education and Health Services,2011,704.5999999999999,46.17559523809526,AL
Alabama,Education and Health Services,2012,715.5292307692307,46.761904761904795,AL
Alabama,Education and Health Services,2013,704.5546153846153,47.48988095238093,AL
Alabama,Education and Health Services,2014,711.6538461538462,47.832142857142856,AL
Alabama,Education and Health Services,2015,741.0461538461539,48.76190476190475,AL
Alabama,Education and Health Services,2016,777.7615384615385,49.88749999999998,AL
Alabama,Education and Health Services,2017,778.8607692307693,50.56190476190473,AL
Alabama,Education and Health Services,2018,785.206923076923,51.29821428571425,AL
Alabama,Education and Health Services,2019,791.9538461538461,52.336904761904755,AL
Alabama,Education and Health Services,2020,828.4307692307694,49.849999999999945,AL
Alabama,Education and Health Services,2021,915.48,50.97499999999998,AL
Alabama,Financial Activities,2007,788.0969230769231,21.198214285714318,AL
Alabama,Financial Activities,2008,757.5207692307691,21.067261904761896,AL
Alabama,Financial Activities,2009,755.363076923077,20.369642857142864,AL
Alabama,Financial Activities,2010,759.2269230769232,19.610714285714295,AL
Alabama,Financial Activities,2011,768.1915384615385,19.723809523809518,AL
Alabama,Financial Activities,2012,793.3069230769231,19.73154761904761,AL
Alabama,Financial Activities,2013,797.8984615384614,20.0994047619048,AL
Alabama,Financial Activities,2014,797.0476923076923,20.208333333333393,AL
Alabama,Financial Activities,2015,854.8107692307692,20.347619047619077,AL
Alabama,Financial Activities,2016,948.3384615384614,20.498214285714305,AL
Alabama,Financial Activities,2017,982.1161538461539,20.614880952380986,AL
Alabama,Financial Activities,2018,1033.2184615384615,20.52619047619052,AL
Alabama,Financial Activities,2019,1060.0961538461538,20.572619047619064,AL
Alabama,Financial Activities,2020,1173.553846153846,20.576190476190487,AL
Alabama,Financial Activities,2021,1221.33,20.803846153846145,AL
Alabama,Goods Producing,2007,819.0884615384615,78.88729281767958,AL
Alabama,Goods Producing,2008,822.5023076923078,75.94751381215467,AL
Alabama,Goods Producing,2009,819.7946153846156,65.7795580110497,AL
Alabama,Goods Producing,2010,857.0584615384615,62.76132596685076,AL
Alabama,Goods Producing,2011,883.5684615384616,61.91491712707189,AL
Alabama,Goods Producing,2012,917.4107692307691,63.00055248618786,AL
Alabama,Goods Producing,2013,944.3776923076922,63.91602209944758,AL
Alabama,Goods Producing,2014,940.5669230769231,64.6762430939226,AL
Alabama,Goods Producing,2015,943.8515384615384,65.69779005524862,AL
Alabama,Goods Producing,2016,967.6461538461538,66.36464088397787,AL
Alabama,Goods Producing,2017,992.4746153846154,67.22541436464086,AL
Alabama,Goods Producing,2018,1024.7861538461539,68.69281767955805,AL
Alabama,Goods Producing,2019,1054.8915384615386,69.94198895027624,AL
Alabama,Goods Producing,2020,1071.7676923076922,67.64972375690611,AL
Alabama,Goods Producing,2021,1099.4299999999998,70.59821428571429,AL
Alabama,Leisure and Hospitality,2007,258.6730769230769,36.284523809523805,AL
Alabama,Leisure and Hospitality,2008,260.7392307692308,36.41964285714283,AL
Alabama,Leisure and Hospitality,2009,264.29230769230765,35.45297619047623,AL
Alabama,Leisure and Hospitality,2010,279.4015384615384,34.96369047619045,AL
Alabama,Leisure and Hospitality,2011,286.0353846153846,35.28511904761907,AL
Alabama,Leisure and Hospitality,2012,292.2876923076923,36.20654761904761,AL
Alabama,Leisure and Hospitality,2013,289.9023076923077,37.28154761904761,AL
Alabama,Leisure and Hospitality,2014,286.68692307692305,38.2845238095238,AL
Alabama,Leisure and Hospitality,2015,291.8576923076923,39.66071428571427,AL
Alabama,Leisure and Hospitality,2016,296.8130769230769,41.12619047619045,AL
Alabama,Leisure and Hospitality,2017,307.78999999999996,42.1279761904762,AL
Alabama,Leisure and Hospitality,2018,325.04846153846154,42.891071428571465,AL
Alabama,Leisure and Hospitality,2019,328.17615384615385,43.350000000000016,AL
Alabama,Leisure and Hospitality,2020,347.99692307692317,36.961904761904734,AL
Alabama,Leisure and Hospitality,2021,362.11749999999995,39.51923076923077,AL
Alabama,Manufacturing,2007,859.7584615384615,57.84642857142852,AL
Alabama,Manufacturing,2008,851.853076923077,55.69047619047616,AL
Alabama,Manufacturing,2009,840.1007692307692,48.57619047619047,AL
Alabama,Manufacturing,2010,847.0715384615385,46.333333333333286,AL
Alabama,Manufacturing,2011,851.7399999999999,46.604761904761865,AL
Alabama,Manufacturing,2012,893.0892307692309,47.95476190476194,AL
Alabama,Manufacturing,2013,906.75,49.117857142857126,AL
Alabama,Manufacturing,2014,924.1376923076924,49.917261904761915,AL
Alabama,Manufacturing,2015,948.4469230769232,50.7535714285714,AL
Alabama,Manufacturing,2016,987.6107692307692,51.25416666666671,AL
Alabama,Manufacturing,2017,1019.3999999999999,51.80535714285712,AL
Alabama,Manufacturing,2018,1047.2630769230768,52.467857142857156,AL
Alabama,Manufacturing,2019,1063.2623076923078,52.81190476190477,AL
Alabama,Manufacturing,2020,1091.6723076923076,50.63273809523806,AL
Alabama,Manufacturing,2021,1153.5,53.33653846153848,AL
Alabama,Other Services,2007,560.2361538461538,18.905357142857163,AL
Alabama,Other Services,2008,509.85923076923086,19.136309523809555,AL
Alabama,Other Services,2009,485.26307692307694,18.892261904761895,AL
Alabama,Other Services,2010,485.60923076923086,18.96369047619048,AL
Alabama,Other Services,2011,542.6961538461538,18.95476190476191,AL
Alabama,Other Services,2012,619.8761538461539,19.26488095238097,AL
Alabama,Other Services,2013,665.3215384615385,19.25119047619047,AL
Alabama,Other Services,2014,675.2407692307693,19.395238095238096,AL
Alabama,Other Services,2015,670.8992307692308,19.539880952380948,AL
Alabama,Other Services,2016,659.4023076923078,19.80238095238093,AL
Alabama,Other Services,2017,673.0100000000001,20.206547619047598,AL
Alabama,Other Services,2018,739.8630769230768,20.445833333333297,AL
Alabama,Other Services,2019,743.7907692307692,20.929761904761893,AL
Alabama,Other Services,2020,793.4792307692308,19.47083333333332,AL
Alabama,Other Services,2021,803.6225000000001,19.713461538461555,AL
Alabama,Private Service Providing,2007,671.1676923076923,241.9331491712706,AL
Alabama,Private Service Providing,2008,664.9953846153846,241.48287292817687,AL
Alabama,Private Service Providing,2009,644.8930769230769,231.5397790055248,AL
Alabama,Private Service Providing,2010,651.036923076923,230.856906077348,AL
Alabama,Private Service Providing,2011,660.6984615384615,232.95911602209915,AL
Alabama,Private Service Providing,2012,673.5699999999999,235.79834254143654,AL
Alabama,Private Service Providing,2013,670.3146153846153,238.55801104972346,AL
Alabama,Private Service Providing,2014,683.4015384615384,241.73535911602193,AL
Alabama,Private Service Providing,2015,705.4615384615385,246.17900552486202,AL
Alabama,Private Service Providing,2016,733.7761538461539,250.3911602209945,AL
Alabama,Private Service Providing,2017,745.1623076923078,253.4049723756904,AL
Alabama,Private Service Providing,2018,773.0238461538463,256.62486187845303,AL
Alabama,Private Service Providing,2019,795.1792307692308,260.37845303867397,AL
Alabama,Private Service Providing,2020,866.6584615384616,246.53756906077354,AL
Alabama,Private Service Providing,2021,897.99,255.6732142857144,AL
Alabama,Professional and Business Services,2007,824.1684615384614,48.269047619047626,AL
Alabama,Professional and Business Services,2008,843.6184615384615,48.07857142857145,AL
Alabama,Professional and Business Services,2009,885.5946153846155,44.70833333333333,AL
Alabama,Professional and Business Services,2010,890.1015384615386,45.59523809523809,AL
Alabama,Professional and Business Services,2011,878.3523076923077,46.53392857142861,AL
Alabama,Professional and Business Services,2012,839.5999999999999,47.42202380952383,AL
Alabama,Professional and Business Services,2013,859.0738461538463,47.61488095238097,AL
Alabama,Professional and Business Services,2014,897.9446153846153,48.561309523809506,AL
Alabama,Professional and Business Services,2015,937.0484615384618,49.62916666666667,AL
Alabama,Professional and Business Services,2016,965.5784615384614,50.61428571428575,AL
Alabama,Professional and Business Services,2017,996.2069230769231,51.81607142857141,AL
Alabama,Professional and Business Services,2018,1044.6384615384616,53.0565476190476,AL
Alabama,Professional and Business Services,2019,1065.143846153846,54.33571428571425,AL
Alabama,Professional and Business Services,2020,1126.366153846154,52.35476190476191,AL
Alabama,Professional and Business Services,2021,1182.4950000000001,55.20384615384615,AL
Alabama,Total Private,2007,646.225512820513,320.821546961326,AL
Alabama,Total Private,2008,645.3931410256412,317.4281767955802,AL
Alabama,Total Private,2009,651.2083974358973,297.31878453038655,AL
Alabama,Total Private,2010,652.6757692307696,293.6176795580112,AL
Alabama,Total Private,2011,671.0646153846156,294.8734806629834,AL
Alabama,Total Private,2012,677.4994674556209,298.7983425414364,AL
Alabama,Total Private,2013,664.8300591715977,302.47403314917153,AL
Alabama,Total Private,2014,686.5391124260356,306.4110497237571,AL
Alabama,Total Private,2015,706.2655621301775,311.87679558011047,AL
Alabama,Total Private,2016,721.5133727810652,316.75745856353603,AL
Alabama,Total Private,2017,739.3433727810649,320.62983425414365,AL
Alabama,Total Private,2018,764.9553254437869,325.3182320441985,AL
Alabama,Total Private,2019,794.3989349112423,330.31767955801115,AL
Alabama,Total Private,2020,842.8754437869825,314.18618784530383,AL
Alabama,Total Private,2021,858.4805769230769,326.2714285714287,AL
Alabama,"Trade, Transportation, and Utilities",2007,598.8330769230769,82.05773809523807,AL
Alabama,"Trade, Transportation, and Utilities",2008,605.8092307692308,81.10238095238098,AL
Alabama,"Trade, Transportation, and Utilities",2009,617.3515384615384,76.10059523809525,AL
Alabama,"Trade, Transportation, and Utilities",2010,629.8976923076924,75.13452380952383,AL
Alabama,"Trade, Transportation, and Utilities",2011,655.7623076923076,75.6797619047619,AL
Alabama,"Trade, Transportation, and Utilities",2012,656.1930769230768,76.0964285714286,AL
Alabama,"Trade, Transportation, and Utilities",2013,650.6076923076924,76.61964285714289,AL
Alabama,"Trade, Transportation, and Utilities",2014,661.81,77.47797619047635,AL
Alabama,"Trade, Transportation, and Utilities",2015,658.0400000000001,78.5333333333334,AL
Alabama,"Trade, Transportation, and Utilities",2016,666.0053846153846,79.02202380952379,AL
Alabama,"Trade, Transportation, and Utilities",2017,664.6800000000001,78.72976190476192,AL
Alabama,"Trade, Transportation, and Utilities",2018,665.4323076923076,79.14285714285712,AL
Alabama,"Trade, Transportation, and Utilities",2019,690.9238461538461,79.65178571428567,AL
Alabama,"Trade, Transportation, and Utilities",2020,765.6023076923076,77.74404761904768,AL
Alabama,"Trade, Transportation, and Utilities",2021,785.67,80.37307692307694,AL
Alaska,Construction,2007,1302.7792307692305,12.300000000000004,AK
Alaska,Construction,2008,1338.4184615384615,12.05098039215686,AK
Alaska,Construction,2009,1406.1976923076925,11.421568627450975,AK
